League_Name,Team,Scored,1st half,2nd half,Avg. minute
Japan - J2 League,Ventforet Kofu,23,30.4%,69.6%,49
Japan - J2 League,Ehime FC,23,39.1%,60.9%,49
Japan - J2 League,Oita Trinita,20,45.0%,55.0%,46
Japan - J2 League,R. Yamaguchi,19,42.1%,57.9%,53
Japan - J2 League,Kataller Toyama,19,57.9%,42.1%,49
Japan - J3 League,Kagoshima Utd,37,35.1%,64.9%,55
Japan - J3 League,Fukushima Utd,35,45.7%,54.3%,50
Japan - J3 League,Osaka,35,28.6%,71.4%,60
Japan - J3 League,Kochi United,33,45.5%,54.5%,47
Japan - J3 League,Tochigi City,33,48.5%,51.5%,51
Japan - J3 League,V. Hachinohe,31,51.6%,48.4%,43
Japan - J3 League,Kusatsu,30,53.3%,46.7%,46
Japan - J3 League,Nara Club,29,41.4%,58.6%,49
Japan - J3 League,T. Miyazaki,28,21.4%,78.6%,61
Japan - J3 League,G. Kitakyushu,25,40.0%,60.0%,46
Japan - J3 League,Matsumoto Y.,25,52.0%,48.0%,38
Japan - J3 League,Gifu,24,70.8%,29.2%,39
Japan - J3 League,Z. Kanazawa,23,52.2%,47.8%,46
Japan - J3 League,SC Sagamihara,23,65.2%,34.8%,41
Japan - J3 League,AC Numazu,22,31.8%,68.2%,57
Japan - J3 League,Gainare Tottori,22,45.5%,54.5%,52
Japan - J3 League,FC Ryukyu,22,59.1%,40.9%,45
Japan - J3 League,Kamatamare S.,21,52.4%,47.6%,49
Japan - J3 League,Nagano Parceiro,17,41.2%,58.8%,54
Japan - J3 League,Tochigi SC,17,52.9%,47.1%,49
Kazakhstan - Premier League,FC Astana,41,51.2%,48.8%,50
Kazakhstan - Premier League,Kairat Almaty,38,42.1%,57.9%,50
Kazakhstan - Premier League,Tobol,30,53.3%,46.7%,50
Kazakhstan - Premier League,Aktobe,26,46.2%,53.8%,49
Kazakhstan - Premier League,Yelimay Semey,25,40.0%,60.0%,60
Kazakhstan - Premier League,Okzhetpes,25,60.0%,40.0%,39
Kazakhstan - Premier League,Zhenys,20,45.0%,55.0%,53
Kazakhstan - Premier League,Ordabasy,19,31.6%,68.4%,65
Kazakhstan - Premier League,Kyzylzhar,19,42.1%,57.9%,57
Kazakhstan - Premier League,Kaisar K.,18,33.3%,66.7%,59
Kazakhstan - Premier League,Zhetysu,14,21.4%,78.6%,61
Kazakhstan - Premier League,Turan,13,38.5%,61.5%,57
Kazakhstan - Premier League,Ulytau,10,50.0%,50.0%,46
Kazakhstan - Premier League,Atyrau,10,20.0%,80.0%,63
Latvia - Virsliga,RFS,63,46.0%,54.0%,48
Latvia - Virsliga,Riga FC,58,44.8%,55.2%,50
Latvia - Virsliga,Liepaja,40,60.0%,40.0%,45
Latvia - Virsliga,Daugavpils,36,41.7%,58.3%,50
Latvia - Virsliga,Auda,34,35.3%,64.7%,52
Latvia - Virsliga,Tukums,27,63.0%,37.0%,46
Latvia - Virsliga,Super Nova,26,38.5%,61.5%,56
Latvia - Virsliga,Grobina,21,52.4%,47.6%,49
Latvia - Virsliga,Metta,20,30.0%,70.0%,55
Latvia - Virsliga,FS Jelgava,20,45.0%,55.0%,51
Latvia - 1. Liga,Riga Mariners,37,35.1%,64.9%,56
Latvia - 1. Liga,Ogre United,36,44.4%,55.6%,50
Latvia - 1. Liga,Alberts JDFS,34,50.0%,50.0%,47
Latvia - 1. Liga,Smiltene,27,44.4%,55.6%,48
Latvia - 1. Liga,RFS B,25,40.0%,60.0%,52
Latvia - 1. Liga,JFK Ventspils,25,40.0%,60.0%,51
Latvia - 1. Liga,Leevon PPK,24,45.8%,54.2%,45
Latvia - 1. Liga,Skanste,19,21.1%,78.9%,61
Latvia - 1. Liga,Marupe,19,15.8%,84.2%,64
Latvia - 1. Liga,AFA Olaine,18,61.1%,38.9%,46
Latvia - 1. Liga,Rezekne,16,68.8%,31.3%,42
Latvia - 1. Liga,Tukums B,14,50.0%,50.0%,50
Latvia - 1. Liga,Riga FC B,12,66.7%,33.3%,42
Latvia - 1. Liga,Augsdaugava,10,50.0%,50.0%,49
Lithuania - A Lyga,Kauno Zalgiris,41,36.6%,63.4%,55
Lithuania - A Lyga,Siauliai,36,44.4%,55.6%,51
Lithuania - A Lyga,Hegelmann L.,35,31.4%,68.6%,56
Lithuania - A Lyga,Suduva,31,61.3%,38.7%,43
Lithuania - A Lyga,Panevezys,31,45.2%,54.8%,51
Lithuania - A Lyga,Zalgiris,26,53.8%,46.2%,46
Lithuania - A Lyga,Riteriai,24,33.3%,66.7%,54
Lithuania - A Lyga,Dziugas Telsiai,20,45.0%,55.0%,52
Lithuania - A Lyga,Dainava,17,58.8%,41.2%,45
Lithuania - A Lyga,Banga,16,43.8%,56.3%,58
Lithuania - 1st League,TransINVEST,48,37.5%,62.5%,52
Lithuania - 1st League,Neptuna K.,35,62.9%,37.1%,42
Lithuania - 1st League,Zalgiris B,33,39.4%,60.6%,52
Lithuania - 1st League,Babrungas,31,48.4%,51.6%,46
Lithuania - 1st League,Tauras,28,35.7%,64.3%,56
Lithuania - 1st League,BFA Vilnius,25,48.0%,52.0%,55
Lithuania - 1st League,Siauliai B,20,45.0%,55.0%,51
Lithuania - 1st League,Nevezis,20,45.0%,55.0%,46
Lithuania - 1st League,Kauno Z. B,19,52.6%,47.4%,47
Lithuania - 1st League,Panevezys B,19,21.1%,78.9%,57
Lithuania - 1st League,Hegelmann B,18,44.4%,55.6%,55
Lithuania - 1st League,Atmosfera,17,47.1%,52.9%,44
Lithuania - 1st League,Be1 NFA,14,50.0%,50.0%,51
Lithuania - 1st League,Ekranas,13,46.2%,53.8%,43
Lithuania - 1st League,Minija,12,33.3%,66.7%,57
Lithuania - 1st League,Jonava,10,30.0%,70.0%,55
Mexico - Liga MX - Apertura,Toluca,10,40.0%,60.0%,59
Mexico - Liga MX - Apertura,Atlas,7,57.1%,42.9%,40
Mexico - Liga MX - Apertura,Cruz Azul,7,0.0%,100.0%,73
Mexico - Liga MX - Apertura,Pachuca,7,28.6%,71.4%,56
Mexico - Liga MX - Apertura,Necaxa,5,80.0%,20.0%,36
Mexico - Liga MX - Apertura,Tigres,5,60.0%,40.0%,45
Mexico - Liga MX - Apertura,Santos Laguna,5,60.0%,40.0%,40
Mexico - Liga MX - Apertura,CF America,5,60.0%,40.0%,51
Mexico - Liga MX - Apertura,Guadalajara,4,50.0%,50.0%,58
Mexico - Liga MX - Apertura,A. San Luis,4,0.0%,100.0%,71
Mexico - Liga MX - Apertura,Monterrey,4,50.0%,50.0%,63
Mexico - Liga MX - Apertura,Puebla,4,25.0%,75.0%,66
Mexico - Liga MX - Apertura,Pumas UNAM,4,75.0%,25.0%,32
Mexico - Liga MX - Apertura,Tijuana,3,33.3%,66.7%,51
Mexico - Liga MX - Apertura,Juarez,2,0.0%,100.0%,81
Mexico - Liga MX - Apertura,Club Leon,2,0.0%,100.0%,72
Mexico - Liga MX - Apertura,Mazatlan,2,100.0%,0.0%,24
Mexico - Liga MX - Apertura,Queretaro,1,100.0%,0.0%,33
Mexico - Liga MX - Clausura,Toluca,41,56.1%,43.9%,47
Mexico - Liga MX - Clausura,Necaxa,36,47.2%,52.8%,49
Mexico - Liga MX - Clausura,CF America,34,44.1%,55.9%,46
Mexico - Liga MX - Clausura,Monterrey,32,46.9%,53.1%,48
Mexico - Liga MX - Clausura,Pachuca,29,44.8%,55.2%,55
Mexico - Liga MX - Clausura,Tijuana,29,48.3%,51.7%,46
Mexico - Liga MX - Clausura,Cruz Azul,26,61.5%,38.5%,46
Mexico - Liga MX - Clausura,Atlas,25,40.0%,60.0%,58
Mexico - Liga MX - Clausura,Tigres,24,25.0%,75.0%,58
Mexico - Liga MX - Clausura,Club Leon,24,50.0%,50.0%,43
Mexico - Liga MX - Clausura,Pumas UNAM,23,34.8%,65.2%,59
Mexico - Liga MX - Clausura,A. San Luis,20,45.0%,55.0%,52
Mexico - Liga MX - Clausura,Guadalajara,18,55.6%,44.4%,48
Mexico - Liga MX - Clausura,Queretaro,17,35.3%,64.7%,56
Mexico - Liga MX - Clausura,Juarez,16,62.5%,37.5%,41
Mexico - Liga MX - Clausura,Mazatlan,16,50.0%,50.0%,52
Mexico - Liga MX - Clausura,Santos Laguna,15,53.3%,46.7%,54
Mexico - Liga MX - Clausura,Puebla,12,58.3%,41.7%,40
Netherlands - Eredivisie,PSV Eindhoven,103,48.5%,51.5%,47
Netherlands - Eredivisie,Feyenoord,76,48.7%,51.3%,49
Netherlands - Eredivisie,Ajax Amsterdam,67,41.8%,58.2%,53
Netherlands - Eredivisie,FC Twente,62,48.4%,51.6%,49
Netherlands - Eredivisie,FC Utrecht,62,45.2%,54.8%,50
Netherlands - Eredivisie,AZ Alkmaar,58,41.4%,58.6%,51
Netherlands - Eredivisie,Go Ahead Eagles,57,40.4%,59.6%,50
Netherlands - Eredivisie,NEC Nijmegen,51,31.4%,68.6%,58
Netherlands - Eredivisie,RKC Waalwijk,44,31.8%,68.2%,57
Netherlands - Eredivisie,PEC Zwolle,43,44.2%,55.8%,50
Netherlands - Eredivisie,Heerenveen,42,47.6%,52.4%,47
Netherlands - Eredivisie,Heracles Almelo,42,50.0%,50.0%,46
Netherlands - Eredivisie,FC Groningen,40,52.5%,47.5%,43
Netherlands - Eredivisie,Sparta,39,33.3%,66.7%,54
Netherlands - Eredivisie,Fortuna Sittard,37,40.5%,59.5%,54
Netherlands - Eredivisie,Willem II,34,52.9%,47.1%,50
Netherlands - Eredivisie,NAC Breda,34,47.1%,52.9%,48
Netherlands - Eredivisie,Almere City,23,56.5%,43.5%,39
Netherlands - Eerste Divisie,FC Volendam,87,44.8%,55.2%,51
Netherlands - Eerste Divisie,Excelsior,74,44.6%,55.4%,50
Netherlands - Eerste Divisie,De Graafschap,73,50.7%,49.3%,50
Netherlands - Eerste Divisie,Telstar,69,53.6%,46.4%,48
Netherlands - Eerste Divisie,Jong AZ,69,34.8%,65.2%,56
Netherlands - Eerste Divisie,FC Dordrecht,69,44.9%,55.1%,48
Netherlands - Eerste Divisie,ADO Den Haag,69,58.0%,42.0%,41
Netherlands - Eerste Divisie,Cambuur,63,50.8%,49.2%,50
Netherlands - Eerste Divisie,FC Eindhoven,58,43.1%,56.9%,49
Netherlands - Eerste Divisie,FC Emmen,56,41.1%,58.9%,47
Netherlands - Eerste Divisie,Jong PSV,55,43.6%,56.4%,51
Netherlands - Eerste Divisie,Vitesse Arnhem,54,42.6%,57.4%,50
Netherlands - Eerste Divisie,FC Den Bosch,53,50.9%,49.1%,46
Netherlands - Eerste Divisie,Helmond Sport,53,58.5%,41.5%,42
Netherlands - Eerste Divisie,MVV Maastricht,52,40.4%,59.6%,53
Netherlands - Eerste Divisie,Roda JC,49,36.7%,63.3%,56
Netherlands - Eerste Divisie,VVV,44,36.4%,63.6%,56
Netherlands - Eerste Divisie,Jong Ajax,37,48.6%,51.4%,48
Netherlands - Eerste Divisie,Jong Utrecht,31,45.2%,54.8%,54
Netherlands - Eerste Divisie,TOP Oss,31,32.3%,67.7%,54
Northern Ireland - NIFL Premiership,Linfield,69,52.2%,47.8%,45
Northern Ireland - NIFL Premiership,Cliftonville,58,37.9%,62.1%,56
Northern Ireland - NIFL Premiership,Coleraine,55,34.5%,65.5%,56
Northern Ireland - NIFL Premiership,Dungannon,51,52.9%,47.1%,44
Northern Ireland - NIFL Premiership,Glentoran,49,38.8%,61.2%,50
Northern Ireland - NIFL Premiership,Portadown,48,39.6%,60.4%,56
Northern Ireland - NIFL Premiership,Crusaders,47,40.4%,59.6%,51
Northern Ireland - NIFL Premiership,Ballymena Utd,47,53.2%,46.8%,48
Northern Ireland - NIFL Premiership,Larne,46,32.6%,67.4%,54
Northern Ireland - NIFL Premiership,Glenavon,42,35.7%,64.3%,57
Northern Ireland - NIFL Premiership,Loughgall,36,38.9%,61.1%,54
Northern Ireland - NIFL Premiership,Carrick Rangers,32,56.3%,43.8%,41
Norway - Eliteserien,Viking,45,37.8%,62.2%,53
Norway - Eliteserien,Bodo/Glimt,40,52.5%,47.5%,45
Norway - Eliteserien,Sandefjord,31,54.8%,45.2%,49
Norway - Eliteserien,Tromso,28,39.3%,60.7%,52
Norway - Eliteserien,Brann,27,37.0%,63.0%,56
Norway - Eliteserien,KFUM Oslo,25,40.0%,60.0%,57
Norway - Eliteserien,Sarpsborg 08,25,32.0%,68.0%,60
Norway - Eliteserien,Fredrikstad,23,52.2%,47.8%,53
Norway - Eliteserien,Rosenborg,23,56.5%,43.5%,45
Norway - Eliteserien,Molde,22,50.0%,50.0%,48
Norway - Eliteserien,Valerenga,22,40.9%,59.1%,53
Norway - Eliteserien,Bryne,21,52.4%,47.6%,40
Norway - Eliteserien,Stromsgodset,19,42.1%,57.9%,51
Norway - Eliteserien,Kristiansund,18,50.0%,50.0%,54
Norway - Eliteserien,HamKam,17,52.9%,47.1%,41
Norway - Eliteserien,Haugesund,5,40.0%,60.0%,56
Norway - 1st Division,Lillestrom,33,60.6%,39.4%,47
Norway - 1st Division,Kongsvinger,31,35.5%,64.5%,57
Norway - 1st Division,Start,29,31.0%,69.0%,54
Norway - 1st Division,Egersund,26,46.2%,53.8%,54
Norway - 1st Division,Sogndal,26,38.5%,61.5%,51
Norway - 1st Division,Raufoss,25,48.0%,52.0%,46
Norway - 1st Division,Moss,23,52.2%,47.8%,47
Norway - 1st Division,Aalesund,23,34.8%,65.2%,50
Norway - 1st Division,Lyn,22,27.3%,72.7%,59
Norway - 1st Division,Odd,21,33.3%,66.7%,52
Norway - 1st Division,Ranheim,21,42.9%,57.1%,57
Norway - 1st Division,Hodd,20,65.0%,35.0%,37
Norway - 1st Division,Skeid,18,61.1%,38.9%,45
Norway - 1st Division,Stabaek,18,38.9%,61.1%,49
Norway - 1st Division,Asane,18,33.3%,66.7%,55
Norway - 1st Division,Mjondalen,17,41.2%,58.8%,49
Norway - Division 3,Sandnes Ulf,41,36.6%,63.4%,54
Norway - Division 3,Brattvag,32,50.0%,50.0%,48
Norway - Division 3,Arendal,30,46.7%,53.3%,49
Norway - Division 3,Sotra,29,51.7%,48.3%,46
Norway - Division 3,Jerv,26,38.5%,61.5%,54
Norway - Division 3,Brann B,25,28.0%,72.0%,55
Norway - Division 3,V. Haugesund,24,58.3%,41.7%,51
Norway - Division 3,Eik Tonsberg,22,50.0%,50.0%,41
Norway - Division 3,Sandviken,21,47.6%,52.4%,51
Norway - Division 3,Flekkeroy,21,28.6%,71.4%,61
Norway - Division 3,Pors Grenland,19,26.3%,73.7%,58
Norway - Division 3,Notodden,18,38.9%,61.1%,51
Norway - Division 3,Lysekloster,18,44.4%,55.6%,46
Norway - Division 3,Traef,16,37.5%,62.5%,55
Paraguay - Primera Div. - Apertura,Libertad,35,34.3%,65.7%,57
Paraguay - Primera Div. - Apertura,Cerro Porteno,33,48.5%,51.5%,48
Paraguay - Primera Div. - Apertura,D. Recoleta,29,44.8%,55.2%,51
Paraguay - Primera Div. - Apertura,S. Trinidense,27,40.7%,59.3%,53
Paraguay - Primera Div. - Apertura,Olimpia,27,59.3%,40.7%,43
Paraguay - Primera Div. - Apertura,Guarani,27,51.9%,48.1%,50
Paraguay - Primera Div. - Apertura,S. Ameliano,23,47.8%,52.2%,49
Paraguay - Primera Div. - Apertura,Nacional,23,69.6%,30.4%,37
Paraguay - Primera Div. - Apertura,G. Caballero,19,57.9%,42.1%,43
Paraguay - Primera Div. - Apertura,A. Tembetary,17,41.2%,58.8%,57
Paraguay - Primera Div. - Apertura,2 de Mayo,15,46.7%,53.3%,47
Paraguay - Primera Div. - Apertura,S. Luqueno,13,23.1%,76.9%,59
Paraguay - Primera Div. - Clausura,Cerro Porteno,10,60.0%,40.0%,42
Paraguay - Primera Div. - Clausura,Olimpia,9,66.7%,33.3%,44
Paraguay - Primera Div. - Clausura,D. Recoleta,9,11.1%,88.9%,70
Paraguay - Primera Div. - Clausura,S. Trinidense,8,50.0%,50.0%,49
Paraguay - Primera Div. - Clausura,Guarani,8,50.0%,50.0%,55
Paraguay - Primera Div. - Clausura,S. Luqueno,7,42.9%,57.1%,52
Paraguay - Primera Div. - Clausura,Nacional,7,42.9%,57.1%,55
Paraguay - Primera Div. - Clausura,2 de Mayo,7,42.9%,57.1%,46
Paraguay - Primera Div. - Clausura,Libertad,5,20.0%,80.0%,53
Paraguay - Primera Div. - Clausura,S. Ameliano,4,75.0%,25.0%,36
Paraguay - Primera Div. - Clausura,A. Tembetary,4,75.0%,25.0%,37
Paraguay - Primera Div. - Clausura,G. Caballero,1,0.0%,100.0%,78
Paraguay - Division Intermedia,Rubio Nu,28,46.4%,53.6%,49
Paraguay - Division Intermedia,Resistencia,28,57.1%,42.9%,45
Paraguay - Division Intermedia,12 de Junio VH,26,30.8%,69.2%,55
Paraguay - Division Intermedia,Guarani de Fram,24,54.2%,45.8%,48
Paraguay - Division Intermedia,C. River Plate,23,39.1%,60.9%,52
Paraguay - Division Intermedia,S. Carapegua,23,26.1%,73.9%,57
Paraguay - Division Intermedia,D. Capiata,22,59.1%,40.9%,50
Paraguay - Division Intermedia,San Lorenzo,19,52.6%,47.4%,46
Paraguay - Division Intermedia,Pastoreo,19,47.4%,52.6%,48
Paraguay - Division Intermedia,Encarnacion,18,33.3%,66.7%,55
Paraguay - Division Intermedia,Independiente,18,44.4%,55.6%,49
Paraguay - Division Intermedia,Tacuary,18,27.8%,72.2%,60
Paraguay - Division Intermedia,D. Santani,16,50.0%,50.0%,43
Paraguay - Division Intermedia,F. de la Mora,14,42.9%,57.1%,53
Paraguay - Division Intermedia,Guairena,14,50.0%,50.0%,50
Paraguay - Division Intermedia,Sol de America,10,20.0%,80.0%,58
Peru - Liga 1 - Apertura,Universitario,38,31.6%,68.4%,54
Peru - Liga 1 - Apertura,Cusco,34,47.1%,52.9%,48
Peru - Liga 1 - Apertura,S. Cristal,31,54.8%,45.2%,47
Peru - Liga 1 - Apertura,Cienciano,29,55.2%,44.8%,46
Peru - Liga 1 - Apertura,FBC Melgar,28,50.0%,50.0%,47
Peru - Liga 1 - Apertura,D. Garcilaso,28,35.7%,64.3%,52
Peru - Liga 1 - Apertura,Alianza A.,28,50.0%,50.0%,49
Peru - Liga 1 - Apertura,Sport Boys,26,57.7%,42.3%,45
Peru - Liga 1 - Apertura,Los Chankas,24,58.3%,41.7%,45
Peru - Liga 1 - Apertura,ADT,24,41.7%,58.3%,50
Peru - Liga 1 - Apertura,Sport Huancayo,23,30.4%,69.6%,59
Peru - Liga 1 - Apertura,Atletico Grau,23,43.5%,56.5%,51
Peru - Liga 1 - Apertura,Alianza Lima,23,56.5%,43.5%,44
Peru - Liga 1 - Apertura,Juan Pablo II,20,40.0%,60.0%,55
Peru - Liga 1 - Apertura,Binacional,20,35.0%,65.0%,51
Peru - Liga 1 - Apertura,Cajamarca,17,52.9%,47.1%,53
Peru - Liga 1 - Apertura,Comerciantes U.,17,35.3%,64.7%,55
Peru - Liga 1 - Apertura,A. Huanuco,16,50.0%,50.0%,50
Peru - Liga 1 - Apertura,Ayacucho,14,71.4%,28.6%,35
Poland - Ekstraklasa,Cracovia Krakow,6,50.0%,50.0%,40
Poland - Ekstraklasa,Radomiak Radom,6,16.7%,83.3%,62
Poland - Ekstraklasa,Pogon Szczecin,5,40.0%,60.0%,50
Poland - Ekstraklasa,Lech Poznan,5,20.0%,80.0%,56
Poland - Ekstraklasa,Lechia Gdansk,4,50.0%,50.0%,57
Poland - Ekstraklasa,Wisla Plock,4,50.0%,50.0%,58
Poland - Ekstraklasa,T. Nieciecza,4,75.0%,25.0%,45
Poland - Ekstraklasa,Widzew Lodz,3,66.7%,33.3%,42
Poland - Ekstraklasa,Gornik Zabrze,3,33.3%,66.7%,62
Poland - Ekstraklasa,Jagiellonia,3,33.3%,66.7%,61
Poland - Ekstraklasa,Katowice,2,0.0%,100.0%,68
Poland - Ekstraklasa,Motor Lublin,2,50.0%,50.0%,30
Poland - Ekstraklasa,Zaglebie Lubin,2,100.0%,0.0%,30
Poland - Ekstraklasa,Rakow C.,2,50.0%,50.0%,35
Poland - Ekstraklasa,Legia Warsaw,2,50.0%,50.0%,28
Poland - Ekstraklasa,Arka Gdynia,1,100.0%,0.0%,14
Poland - 1. Liga,Wisla Krakow,9,66.7%,33.3%,40
Poland - 1. Liga,Tychy,6,16.7%,83.3%,57
Poland - 1. Liga,Stal Mielec,5,40.0%,60.0%,59
Poland - 1. Liga,Polonia Bytom,4,50.0%,50.0%,47
Poland - 1. Liga,Miedz Legnica,4,25.0%,75.0%,53
Poland - 1. Liga,Znicz Pruszkow,4,25.0%,75.0%,64
Poland - 1. Liga,Wieczysta K.,3,66.7%,33.3%,46
Poland - 1. Liga,Stal Rzeszow,3,33.3%,66.7%,47
Poland - 1. Liga,Ruch Chorzow,3,33.3%,66.7%,58
Poland - 1. Liga,Chrobry Glogow,3,33.3%,66.7%,56
Poland - 1. Liga,Pogon Grodzisk,3,100.0%,0.0%,23
Poland - 1. Liga,Odra Opole,2,100.0%,0.0%,28
Poland - 1. Liga,Pogon Siedlce,2,100.0%,0.0%,44
Poland - 1. Liga,Puszcza Niepolo,2,50.0%,50.0%,38
Poland - 1. Liga,Slask Wroclaw,2,100.0%,0.0%,23
Poland - 1. Liga,Polonia Warszaw,2,50.0%,50.0%,34
Poland - 1. Liga,LKS Lodz,1,100.0%,0.0%,11
Poland - 1. Liga,Gornik Leczna,1,0.0%,100.0%,73
Portugal - Liga Portugal,Sporting CP,88,45.5%,54.5%,50
Portugal - Liga Portugal,Benfica,84,48.8%,51.2%,48
Portugal - Liga Portugal,FC Porto,65,38.5%,61.5%,51
Portugal - Liga Portugal,Sporting Braga,55,49.1%,50.9%,50
Portugal - Liga Portugal,Estoril,48,50.0%,50.0%,47
Portugal - Liga Portugal,Guimaraes,47,36.2%,63.8%,51
Portugal - Liga Portugal,Famalicao,44,43.2%,56.8%,51
Portugal - Liga Portugal,Moreirense,42,47.6%,52.4%,47
Portugal - Liga Portugal,Rio Ave,39,48.7%,51.3%,50
Portugal - Liga Portugal,Casa Pia,39,48.7%,51.3%,50
Portugal - Liga Portugal,Santa Clara,36,50.0%,50.0%,46
Portugal - Liga Portugal,Arouca,35,42.9%,57.1%,52
Portugal - Liga Portugal,Gil Vicente,34,44.1%,55.9%,50
Portugal - Liga Portugal,Nacional,32,53.1%,46.9%,48
Portugal - Liga Portugal,AVS,25,40.0%,60.0%,57
Portugal - Liga Portugal,Farense,25,44.0%,56.0%,55
Portugal - Liga Portugal,Estrela Amadora,24,41.7%,58.3%,52
Portugal - Liga Portugal,Boavista,24,33.3%,66.7%,61
Portugal - Liga Portugal 2,Tondela,58,46.6%,53.4%,50
Portugal - Liga Portugal 2,Alverca,58,56.9%,43.1%,42
Portugal - Liga Portugal 2,Benfica B,53,45.3%,54.7%,50
Portugal - Liga Portugal 2,Vizela,50,44.0%,56.0%,50
Portugal - Liga Portugal 2,Uniao de Leiria,49,42.9%,57.1%,53
Portugal - Liga Portugal 2,Torreense,49,42.9%,57.1%,54
Portugal - Liga Portugal 2,Penafiel,45,57.8%,42.2%,41
Portugal - Liga Portugal 2,Academico Viseu,43,65.1%,34.9%,39
Portugal - Liga Portugal 2,Felgueiras,43,39.5%,60.5%,54
Portugal - Liga Portugal 2,Maritimo,42,38.1%,61.9%,52
Portugal - Liga Portugal 2,Chaves,40,35.0%,65.0%,52
Portugal - Liga Portugal 2,Portimonense,38,42.1%,57.9%,50
Portugal - Liga Portugal 2,Leixoes,37,54.1%,45.9%,44
Portugal - Liga Portugal 2,FC Porto B,36,38.9%,61.1%,48
Portugal - Liga Portugal 2,Feirense,35,48.6%,51.4%,49
Portugal - Liga Portugal 2,Pacos Ferreira,34,61.8%,38.2%,42
Portugal - Liga Portugal 2,Oliveirense,30,46.7%,53.3%,48
Portugal - Liga Portugal 2,Mafra,29,48.3%,51.7%,46
Romania - Liga 1,Univ. Craiova,8,50.0%,50.0%,46
Romania - Liga 1,Unirea Slobozia,7,42.9%,57.1%,61
Romania - Liga 1,U. Cluj,6,33.3%,66.7%,56
Romania - Liga 1,Farul Constanta,6,33.3%,66.7%,53
Romania - Liga 1,Rapid Bucharest,5,80.0%,20.0%,27
Romania - Liga 1,Botosani,5,40.0%,60.0%,50
Romania - Liga 1,UTA Arad,5,40.0%,60.0%,66
Romania - Liga 1,Otelul,4,50.0%,50.0%,51
Romania - Liga 1,Metaloglobus,3,0.0%,100.0%,63
Romania - Liga 1,CFR Cluj,3,66.7%,33.3%,43
Romania - Liga 1,Csikszereda,3,100.0%,0.0%,11
Romania - Liga 1,Din. Bucharest,3,66.7%,33.3%,36
Romania - Liga 1,Arges,3,66.7%,33.3%,44
Romania - Liga 1,Hermannstadt,3,66.7%,33.3%,39
Romania - Liga 1,Petrolul,3,100.0%,0.0%,18
Romania - Liga 1,FCSB,3,33.3%,66.7%,56
Serbia - Super Liga,Red Star,11,36.4%,63.6%,52
Serbia - Super Liga,Vojvodina,5,40.0%,60.0%,57
Serbia - Super Liga,S. Subotica,4,25.0%,75.0%,62
Serbia - Super Liga,Radnicki Nis,4,50.0%,50.0%,48
Serbia - Super Liga,Cukaricki,4,75.0%,25.0%,46
Serbia - Super Liga,OFK Beograd,2,50.0%,50.0%,49
Serbia - Super Liga,Novi Pazar,2,0.0%,100.0%,54
Serbia - Super Liga,Napredak,2,50.0%,50.0%,40
Serbia - Super Liga,Mladost Lucani,2,50.0%,50.0%,34
Serbia - Super Liga,IMT N. Beograd,2,100.0%,0.0%,43
Serbia - Super Liga,Backa Topola,2,50.0%,50.0%,46
Serbia - Super Liga,Z. Pancevo,1,0.0%,100.0%,85
Serbia - Super Liga,Radnicki 1923,1,100.0%,0.0%,8
Serbia - Super Liga,Partizan,1,0.0%,100.0%,90
Singapore - Premier League,Geylang,97,39.2%,60.8%,54
Singapore - Premier League,Lion City,96,46.9%,53.1%,48
Singapore - Premier League,Tampines Rovers,84,38.1%,61.9%,49
Singapore - Premier League,Khalsa,84,40.5%,59.5%,53
Singapore - Premier League,Hougang,61,50.8%,49.2%,49
Singapore - Premier League,A. Niigata (S),55,40.0%,60.0%,55
Singapore - Premier League,DPMM FC,54,53.7%,46.3%,45
Singapore - Premier League,Young Lions,47,44.7%,55.3%,50
Singapore - Premier League,Tanjong Pagar,35,51.4%,48.6%,52
Slovenia - Prva Liga,NK Olimpija,4,75.0%,25.0%,28
Slovenia - Prva Liga,NK Celje,4,25.0%,75.0%,54
Slovenia - Prva Liga,Koper,4,25.0%,75.0%,55
Slovenia - Prva Liga,Primorje,3,0.0%,100.0%,80
Slovenia - Prva Liga,Maribor,3,66.7%,33.3%,43
Slovenia - Prva Liga,Domzale,3,66.7%,33.3%,57
Slovenia - Prva Liga,Bravo,3,33.3%,66.7%,57
Slovenia - Prva Liga,Aluminij,2,50.0%,50.0%,68
Slovenia - Prva Liga,Radomlje,1,100.0%,0.0%,18
Slovakia - Fortuna Liga,Spartak Trnava,3,33.3%,66.7%,57
Slovakia - Fortuna Liga,Podbrezova,3,33.3%,66.7%,59
Slovakia - Fortuna Liga,Trencin,2,50.0%,50.0%,44
Slovakia - Fortuna Liga,S. Bratislava,2,100.0%,0.0%,35
Slovakia - Fortuna Liga,Presov,2,50.0%,50.0%,42
Slovakia - Fortuna Liga,Z. Michalovce,1,100.0%,0.0%,39
Slovakia - Fortuna Liga,Komarno,1,100.0%,0.0%,19
Slovakia - Fortuna Liga,FC Kosice,1,0.0%,100.0%,62
Slovakia - Fortuna Liga,DAC Streda,1,0.0%,100.0%,67
South Africa - Premier Division ,Mamelodi S.,65,50.8%,49.2%,46
South Africa - Premier Division ,Orlando Pirates,43,34.9%,65.1%,53
South Africa - Premier Division ,Sekhukhune,39,38.5%,61.5%,54
